advertiser_ids,best_decay_factor,max_reward,decay_factor_results
"[8912, 3257, 4195, 647, 8108, 4969, 426, 1316, 6289, 1872, 1486, 9232, 476, 7036, 2679, 8519, 1715, 1654, 6092, 6684, 9655, 8892, 9344, 4085, 9985, 7201, 8654, 8334, 7433, 8175, 3194, 3710, 2644, 8317]",0.58,6159746.0,"{0.0: 5299865.0, 0.01: 4891153.0, 0.02: 5437747.0, 0.03: 5598668.0, 0.04: 5626334.0, 0.05: 5498394.0, 0.06: 5812723.0, 0.07: 5474338.0, 0.08: 5380655.0, 0.09: 5451123.0, 0.1: 5165868.0, 0.11: 4928776.0, 0.12: 5968252.0, 0.13: 5042557.0, 0.14: 5388010.0, 0.15: 5167975.0, 0.16: 5546864.0, 0.17: 5292082.0, 0.18: 5991038.0, 0.19: 5316751.0, 0.2: 5166108.0, 0.21: 5234564.0, 0.22: 5753880.0, 0.23: 5701525.0, 0.24: 5328541.0, 0.25: 5331070.0, 0.26: 5551613.0, 0.27: 5525986.0, 0.28: 4785757.0, 0.29: 5350495.0, 0.3: 5435494.0, 0.31: 5305765.0, 0.32: 5769883.0, 0.33: 5683286.0, 0.34: 5584456.0, 0.35000000000000003: 5960097.0, 0.36: 5604260.0, 0.37: 5649620.0, 0.38: 4993038.0, 0.39: 5437731.0, 0.4: 5434116.0, 0.41000000000000003: 5831544.0, 0.42: 5601994.0, 0.43: 5929189.0, 0.44: 5649832.0, 0.45: 5962994.0, 0.46: 5323961.0, 0.47000000000000003: 5152564.0, 0.48: 5121796.0, 0.49: 5871559.0, 0.5: 5619863.0, 0.51: 5872813.0, 0.52: 5907097.0, 0.53: 5339534.0, 0.54: 5605750.0, 0.55: 5492556.0, 0.56: 4945864.0, 0.5700000000000001: 5623841.0, 0.58: 6159746.0, 0.59: 5486805.0, 0.6: 5403159.0, 0.61: 5202853.0, 0.62: 5291036.0, 0.63: 5536656.0, 0.64: 5497737.0, 0.65: 5258338.0, 0.66: 5344803.0, 0.67: 5765963.0, 0.68: 5548786.0, 0.6900000000000001: 5183608.0, 0.7000000000000001: 5512629.0, 0.71: 5547660.0, 0.72: 5475041.0, 0.73: 5486895.0, 0.74: 5203782.0, 0.75: 4944500.0, 0.76: 5981167.0, 0.77: 5927851.0, 0.78: 5379315.0, 0.79: 5013999.0, 0.8: 5048830.0, 0.81: 5416737.0, 0.8200000000000001: 5996100.0, 0.8300000000000001: 5402944.0, 0.84: 5295449.0, 0.85: 5285624.0, 0.86: 4950240.0, 0.87: 6019674.0, 0.88: 5413621.0, 0.89: 5732430.0, 0.9: 5505760.0, 0.91: 5673115.0, 0.92: 5410679.0, 0.93: 5183737.0, 0.9400000000000001: 6082567.0, 0.9500000000000001: 5837026.0, 0.96: 5202653.0, 0.97: 5719509.0, 0.98: 5454724.0, 0.99: 5075461.0, 1.0: 5241084.0}"
"[8526, 4818, 5904, 8476, 248, 3674, 9539, 8801, 2342, 8893, 9067, 2694, 1966, 2100, 6325, 876, 1231, 581, 4088, 87, 2074, 5138, 1287, 8845, 5198, 6966, 6104, 4307, 1535, 1011, 4587, 7512, 5452, 8557, 3380, 6917, 9316, 1169, 8628, 406, 3964, 2707, 7142, 3507, 4928, 8459]",0.93,7332852.0,"{0.0: 6414713.0, 0.01: 5849763.0, 0.02: 6141027.0, 0.03: 6786728.0, 0.04: 6257023.0, 0.05: 6629705.0, 0.06: 6755333.0, 0.07: 5602437.0, 0.08: 6031352.0, 0.09: 6785226.0, 0.1: 6906258.0, 0.11: 6414285.0, 0.12: 6058551.0, 0.13: 5856623.0, 0.14: 6408919.0, 0.15: 6835901.0, 0.16: 6814214.0, 0.17: 6470372.0, 0.18: 5534025.0, 0.19: 6381817.0, 0.2: 7161954.0, 0.21: 6517443.0, 0.22: 6380514.0, 0.23: 5431477.0, 0.24: 6377583.0, 0.25: 6983817.0, 0.26: 6257034.0, 0.27: 6259508.0, 0.28: 5896008.0, 0.29: 6965245.0, 0.3: 6915973.0, 0.31: 6490849.0, 0.32: 6041037.0, 0.33: 6143313.0, 0.34: 6591032.0, 0.35000000000000003: 6099137.0, 0.36: 6731331.0, 0.37: 6792242.0, 0.38: 6562094.0, 0.39: 6082899.0, 0.4: 6520369.0, 0.41000000000000003: 6315803.0, 0.42: 6386742.0, 0.43: 6978388.0, 0.44: 5840630.0, 0.45: 6331952.0, 0.46: 6855680.0, 0.47000000000000003: 6969535.0, 0.48: 5918283.0, 0.49: 6449206.0, 0.5: 6405215.0, 0.51: 7088881.0, 0.52: 6676440.0, 0.53: 5597452.0, 0.54: 6832742.0, 0.55: 6680868.0, 0.56: 6081315.0, 0.5700000000000001: 6308510.0, 0.58: 6439290.0, 0.59: 6535924.0, 0.6: 6694340.0, 0.61: 6482978.0, 0.62: 6351698.0, 0.63: 7210355.0, 0.64: 6120769.0, 0.65: 6293477.0, 0.66: 6697937.0, 0.67: 5739044.0, 0.68: 5881834.0, 0.6900000000000001: 6147521.0, 0.7000000000000001: 6667616.0, 0.71: 6738363.0, 0.72: 6930666.0, 0.73: 6299553.0, 0.74: 5977767.0, 0.75: 6037488.0, 0.76: 6380581.0, 0.77: 5917617.0, 0.78: 6390693.0, 0.79: 6672265.0, 0.8: 6444342.0, 0.81: 6778026.0, 0.8200000000000001: 6842168.0, 0.8300000000000001: 6384766.0, 0.84: 6932521.0, 0.85: 7009070.0, 0.86: 7113401.0, 0.87: 6213846.0, 0.88: 6970599.0, 0.89: 6814965.0, 0.9: 6593215.0, 0.91: 6387999.0, 0.92: 5475573.0, 0.93: 7332852.0, 0.9400000000000001: 6584147.0, 0.9500000000000001: 6164677.0, 0.96: 6937061.0, 0.97: 6798411.0, 0.98: 6870813.0, 0.99: 6668749.0, 1.0: 5788530.0}"
"[6425, 6204, 3364, 1798, 3025, 2360, 5439, 9624, 9103, 3975, 2886, 2950, 7767, 655, 6372, 8749, 8106, 4618, 1409, 2935]",0.11,4994208.0,"{0.0: 4902267.0, 0.01: 4970275.0, 0.02: 4702701.0, 0.03: 4675881.0, 0.04: 4723335.0, 0.05: 4742622.0, 0.06: 4560530.0, 0.07: 4783166.0, 0.08: 4765419.0, 0.09: 4684169.0, 0.1: 4577844.0, 0.11: 4994208.0, 0.12: 4654626.0, 0.13: 4748211.0, 0.14: 4671591.0, 0.15: 4568813.0, 0.16: 4951670.0, 0.17: 4684998.0, 0.18: 4723001.0, 0.19: 4823568.0, 0.2: 4638132.0, 0.21: 4865792.0, 0.22: 4661078.0, 0.23: 4677544.0, 0.24: 4812627.0, 0.25: 4561682.0, 0.26: 4716523.0, 0.27: 4729728.0, 0.28: 4819091.0, 0.29: 4885622.0, 0.3: 4477528.0, 0.31: 4738261.0, 0.32: 4748783.0, 0.33: 4861259.0, 0.34: 4780186.0, 0.35000000000000003: 4733041.0, 0.36: 4573301.0, 0.37: 4789818.0, 0.38: 4439326.0, 0.39: 4643694.0, 0.4: 4722843.0, 0.41000000000000003: 4808360.0, 0.42: 4644131.0, 0.43: 4756441.0, 0.44: 4511549.0, 0.45: 4679700.0, 0.46: 4451065.0, 0.47000000000000003: 4538121.0, 0.48: 4736385.0, 0.49: 4727054.0, 0.5: 4543241.0, 0.51: 4840137.0, 0.52: 4769900.0, 0.53: 4782636.0, 0.54: 4575556.0, 0.55: 4738003.0, 0.56: 4728962.0, 0.5700000000000001: 4671512.0, 0.58: 4761995.0, 0.59: 4508066.0, 0.6: 4780077.0, 0.61: 4952524.0, 0.62: 4450049.0, 0.63: 4781277.0, 0.64: 4527828.0, 0.65: 4824352.0, 0.66: 4600823.0, 0.67: 4687505.0, 0.68: 4735958.0, 0.6900000000000001: 4827925.0, 0.7000000000000001: 4620586.0, 0.71: 4562308.0, 0.72: 4734178.0, 0.73: 4662514.0, 0.74: 4377371.0, 0.75: 4770115.0, 0.76: 4671501.0, 0.77: 4579015.0, 0.78: 4549845.0, 0.79: 4673538.0, 0.8: 4815568.0, 0.81: 4608044.0, 0.8200000000000001: 4751869.0, 0.8300000000000001: 4800766.0, 0.84: 4715592.0, 0.85: 4833246.0, 0.86: 4567330.0, 0.87: 4625897.0, 0.88: 4728084.0, 0.89: 4743063.0, 0.9: 4687941.0, 0.91: 4808891.0, 0.92: 4876221.0, 0.93: 4840288.0, 0.9400000000000001: 4584161.0, 0.9500000000000001: 4806514.0, 0.96: 4544643.0, 0.97: 4562582.0, 0.98: 4673770.0, 0.99: 4801147.0, 1.0: 4689788.0}"
"[4499, 1857, 4274, 253, 4526, 8818, 7088, 5001, 4404, 8767, 6346, 1864, 6801, 690, 8310, 9719, 8088, 2045, 5447, 3478, 4039, 9756, 7645, 8046]",0.99,5433157.0,"{0.0: 4669374.0, 0.01: 5147423.0, 0.02: 5205797.0, 0.03: 5102955.0, 0.04: 5210582.0, 0.05: 5139260.0, 0.06: 5195653.0, 0.07: 4681328.0, 0.08: 5075815.0, 0.09: 4985962.0, 0.1: 4904993.0, 0.11: 5228932.0, 0.12: 5370880.0, 0.13: 5162126.0, 0.14: 5139779.0, 0.15: 4255068.0, 0.16: 4755990.0, 0.17: 5204945.0, 0.18: 4860228.0, 0.19: 5267101.0, 0.2: 4979809.0, 0.21: 5177317.0, 0.22: 5179301.0, 0.23: 5220759.0, 0.24: 5263803.0, 0.25: 4856714.0, 0.26: 5294240.0, 0.27: 4409874.0, 0.28: 5140369.0, 0.29: 5163779.0, 0.3: 4783889.0, 0.31: 5225837.0, 0.32: 5117476.0, 0.33: 4891294.0, 0.34: 4758602.0, 0.35000000000000003: 5144401.0, 0.36: 4981772.0, 0.37: 4651748.0, 0.38: 5192820.0, 0.39: 4909701.0, 0.4: 4845731.0, 0.41000000000000003: 5189298.0, 0.42: 5062606.0, 0.43: 5127458.0, 0.44: 4303282.0, 0.45: 4596077.0, 0.46: 4934325.0, 0.47000000000000003: 5122349.0, 0.48: 4998385.0, 0.49: 4948862.0, 0.5: 4783139.0, 0.51: 4713080.0, 0.52: 4638150.0, 0.53: 4891737.0, 0.54: 5128961.0, 0.55: 5126645.0, 0.56: 4937926.0, 0.5700000000000001: 4942882.0, 0.58: 4858622.0, 0.59: 5195417.0, 0.6: 5013764.0, 0.61: 5297308.0, 0.62: 5198933.0, 0.63: 5173579.0, 0.64: 4644031.0, 0.65: 5108016.0, 0.66: 4926985.0, 0.67: 5305379.0, 0.68: 4595071.0, 0.6900000000000001: 4684708.0, 0.7000000000000001: 5112967.0, 0.71: 4632312.0, 0.72: 5323572.0, 0.73: 5068925.0, 0.74: 4578032.0, 0.75: 5191882.0, 0.76: 5262205.0, 0.77: 4393521.0, 0.78: 5146391.0, 0.79: 5213962.0, 0.8: 4934116.0, 0.81: 5107713.0, 0.8200000000000001: 4861667.0, 0.8300000000000001: 4773624.0, 0.84: 5034741.0, 0.85: 5213142.0, 0.86: 5101689.0, 0.87: 4846125.0, 0.88: 4380603.0, 0.89: 5280135.0, 0.9: 5183048.0, 0.91: 5086982.0, 0.92: 4945595.0, 0.93: 5083945.0, 0.9400000000000001: 4960961.0, 0.9500000000000001: 5165698.0, 0.96: 5201543.0, 0.97: 5061125.0, 0.98: 4865135.0, 0.99: 5433157.0, 1.0: 4937220.0}"
"[5513, 5870, 1432, 700, 5871, 5260, 3699, 769, 7144, 4623, 953, 5461, 4288, 5535, 4352, 818, 6088, 7670, 5661, 861, 8530, 2957, 4196, 4472, 3539, 6081, 7535, 9813, 8500, 4736, 5012, 9350, 8625]",0.9,7508799.0,"{0.0: 6508047.0, 0.01: 5907543.0, 0.02: 6163673.0, 0.03: 6960883.0, 0.04: 5986182.0, 0.05: 4894365.0, 0.06: 6455556.0, 0.07: 6196203.0, 0.08: 7377815.0, 0.09: 6970969.0, 0.1: 6173199.0, 0.11: 6278151.0, 0.12: 5620775.0, 0.13: 6913350.0, 0.14: 5470787.0, 0.15: 6118497.0, 0.16: 6510895.0, 0.17: 6823973.0, 0.18: 6692667.0, 0.19: 6108445.0, 0.2: 6533642.0, 0.21: 6797802.0, 0.22: 6587732.0, 0.23: 6032019.0, 0.24: 7369426.0, 0.25: 5607111.0, 0.26: 6257415.0, 0.27: 5162751.0, 0.28: 6107264.0, 0.29: 6757905.0, 0.3: 6688035.0, 0.31: 6254305.0, 0.32: 7198434.0, 0.33: 6273535.0, 0.34: 6350890.0, 0.35000000000000003: 5969595.0, 0.36: 6766542.0, 0.37: 5791992.0, 0.38: 6390026.0, 0.39: 6242940.0, 0.4: 6003930.0, 0.41000000000000003: 6434151.0, 0.42: 6069510.0, 0.43: 6339134.0, 0.44: 6017002.0, 0.45: 6675782.0, 0.46: 6562522.0, 0.47000000000000003: 6881620.0, 0.48: 7331752.0, 0.49: 6573567.0, 0.5: 6589034.0, 0.51: 6115298.0, 0.52: 5956582.0, 0.53: 6519240.0, 0.54: 6767375.0, 0.55: 6615574.0, 0.56: 7046580.0, 0.5700000000000001: 6267962.0, 0.58: 6660881.0, 0.59: 6556377.0, 0.6: 6547785.0, 0.61: 7195095.0, 0.62: 6222215.0, 0.63: 6680752.0, 0.64: 6321946.0, 0.65: 5421090.0, 0.66: 7110657.0, 0.67: 5769567.0, 0.68: 6776660.0, 0.6900000000000001: 7211898.0, 0.7000000000000001: 6578149.0, 0.71: 6770905.0, 0.72: 6392768.0, 0.73: 5814480.0, 0.74: 6081854.0, 0.75: 6221704.0, 0.76: 6297716.0, 0.77: 5326130.0, 0.78: 6182751.0, 0.79: 6590794.0, 0.8: 5985277.0, 0.81: 6112622.0, 0.8200000000000001: 6152802.0, 0.8300000000000001: 6428054.0, 0.84: 6388439.0, 0.85: 5072430.0, 0.86: 6102537.0, 0.87: 6254963.0, 0.88: 6157245.0, 0.89: 6822558.0, 0.9: 7508799.0, 0.91: 6628003.0, 0.92: 7099767.0, 0.93: 6375728.0, 0.9400000000000001: 6161837.0, 0.9500000000000001: 6543444.0, 0.96: 7333284.0, 0.97: 6745334.0, 0.98: 7092292.0, 0.99: 6577674.0, 1.0: 6738979.0}"
"[8630, 6970, 534, 4103, 9606, 1348, 7528, 929, 5751, 743, 1548, 3419, 9459, 2781, 2158, 4865, 5689, 6683, 390, 96, 1179, 9597, 3154, 7506, 2176, 2592, 7972, 579, 438, 3395, 6737, 5551, 5313, 6156, 6395, 8547, 2285, 9191, 7602, 7638, 2413, 7311, 9306, 9162, 8718, 8249, 4360, 4006, 4827]",0.48,6452815.0,"{0.0: 5121936.0, 0.01: 5990972.0, 0.02: 5672478.0, 0.03: 5382143.0, 0.04: 5186406.0, 0.05: 4984973.0, 0.06: 5262051.0, 0.07: 5675198.0, 0.08: 5061523.0, 0.09: 5817302.0, 0.1: 5520817.0, 0.11: 5622210.0, 0.12: 5872192.0, 0.13: 5120530.0, 0.14: 5483047.0, 0.15: 5965416.0, 0.16: 5406198.0, 0.17: 5622491.0, 0.18: 5564192.0, 0.19: 4876900.0, 0.2: 5350106.0, 0.21: 5710300.0, 0.22: 4999788.0, 0.23: 5145080.0, 0.24: 5154240.0, 0.25: 5409977.0, 0.26: 5658105.0, 0.27: 5624291.0, 0.28: 6148614.0, 0.29: 5257135.0, 0.3: 5344490.0, 0.31: 5334242.0, 0.32: 5835921.0, 0.33: 5167591.0, 0.34: 5669994.0, 0.35000000000000003: 5501091.0, 0.36: 5753741.0, 0.37: 5919220.0, 0.38: 5605876.0, 0.39: 5606965.0, 0.4: 5265590.0, 0.41000000000000003: 5056233.0, 0.42: 5410099.0, 0.43: 5292794.0, 0.44: 6398188.0, 0.45: 5615891.0, 0.46: 5320372.0, 0.47000000000000003: 5060041.0, 0.48: 6452815.0, 0.49: 5200241.0, 0.5: 5498783.0, 0.51: 4725621.0, 0.52: 5175480.0, 0.53: 4733868.0, 0.54: 5089472.0, 0.55: 5454231.0, 0.56: 5909973.0, 0.5700000000000001: 5327025.0, 0.58: 5387424.0, 0.59: 4926074.0, 0.6: 5066621.0, 0.61: 5218049.0, 0.62: 4991562.0, 0.63: 5918087.0, 0.64: 6180896.0, 0.65: 5354549.0, 0.66: 5655471.0, 0.67: 5508924.0, 0.68: 5893053.0, 0.6900000000000001: 5747828.0, 0.7000000000000001: 4887166.0, 0.71: 5188495.0, 0.72: 4837728.0, 0.73: 5372781.0, 0.74: 5204077.0, 0.75: 5858349.0, 0.76: 6090103.0, 0.77: 5361400.0, 0.78: 5311393.0, 0.79: 5311049.0, 0.8: 5942592.0, 0.81: 5513446.0, 0.8200000000000001: 5644184.0, 0.8300000000000001: 4932814.0, 0.84: 5737368.0, 0.85: 4492278.0, 0.86: 5825203.0, 0.87: 5782770.0, 0.88: 5395580.0, 0.89: 5558734.0, 0.9: 6240496.0, 0.91: 5087965.0, 0.92: 5655893.0, 0.93: 4969736.0, 0.9400000000000001: 5217027.0, 0.9500000000000001: 5238733.0, 0.96: 5108637.0, 0.97: 5311514.0, 0.98: 5754757.0, 0.99: 5215190.0, 1.0: 5056315.0}"
"[3661, 1107, 9991, 9879, 7672, 338, 7008, 7216, 6212, 3906, 1878, 5075, 2263, 4461, 4679, 8123, 9329, 7922, 7655, 367, 7402, 9802, 7561, 7806, 283, 5028, 2547, 5963, 2039, 2914, 9139, 136, 5862, 8594, 4130, 8206, 8443, 2642]",0.45,6904679.0,"{0.0: 6525664.0, 0.01: 6295869.0, 0.02: 5851057.0, 0.03: 6449204.0, 0.04: 6056384.0, 0.05: 6069298.0, 0.06: 6615585.0, 0.07: 6193907.0, 0.08: 6271752.0, 0.09: 5380867.0, 0.1: 6184320.0, 0.11: 5528448.0, 0.12: 6277126.0, 0.13: 6701283.0, 0.14: 6211301.0, 0.15: 6385613.0, 0.16: 6553704.0, 0.17: 6602516.0, 0.18: 6069236.0, 0.19: 6241485.0, 0.2: 6534953.0, 0.21: 6316621.0, 0.22: 6516480.0, 0.23: 6320286.0, 0.24: 6063821.0, 0.25: 6477189.0, 0.26: 5856807.0, 0.27: 6055591.0, 0.28: 6513890.0, 0.29: 6277000.0, 0.3: 5990887.0, 0.31: 6296504.0, 0.32: 5557001.0, 0.33: 6132893.0, 0.34: 6525129.0, 0.35000000000000003: 5692591.0, 0.36: 6343803.0, 0.37: 6432123.0, 0.38: 6379548.0, 0.39: 6269074.0, 0.4: 5815997.0, 0.41000000000000003: 6212764.0, 0.42: 6048937.0, 0.43: 5515752.0, 0.44: 6330766.0, 0.45: 6904679.0, 0.46: 6369982.0, 0.47000000000000003: 5946585.0, 0.48: 6485189.0, 0.49: 6292078.0, 0.5: 6272214.0, 0.51: 5769697.0, 0.52: 5663245.0, 0.53: 6136021.0, 0.54: 5700609.0, 0.55: 6403196.0, 0.56: 5798304.0, 0.5700000000000001: 6383962.0, 0.58: 6361175.0, 0.59: 6077087.0, 0.6: 6234242.0, 0.61: 5972670.0, 0.62: 6424297.0, 0.63: 5845955.0, 0.64: 6485199.0, 0.65: 5954701.0, 0.66: 6134491.0, 0.67: 5794796.0, 0.68: 5924225.0, 0.6900000000000001: 5993667.0, 0.7000000000000001: 6262132.0, 0.71: 5719691.0, 0.72: 6344553.0, 0.73: 5398028.0, 0.74: 6192315.0, 0.75: 5738674.0, 0.76: 6287857.0, 0.77: 6461756.0, 0.78: 6172492.0, 0.79: 5508005.0, 0.8: 6305837.0, 0.81: 6346693.0, 0.8200000000000001: 6235980.0, 0.8300000000000001: 5859020.0, 0.84: 6417477.0, 0.85: 5580274.0, 0.86: 6019254.0, 0.87: 6437350.0, 0.88: 6517800.0, 0.89: 6075734.0, 0.9: 6420652.0, 0.91: 6222676.0, 0.92: 5952950.0, 0.93: 6050002.0, 0.9400000000000001: 6085861.0, 0.9500000000000001: 5763455.0, 0.96: 5618129.0, 0.97: 6367938.0, 0.98: 6164165.0, 0.99: 6306367.0, 1.0: 6057149.0}"
"[4854, 4941, 894, 1273, 5844, 9421, 883, 9942, 3377, 7709, 3054, 384, 8529, 6582, 6228, 1936, 4149, 9821, 9807, 9855, 2769, 6436, 6567, 8628, 1396, 6762, 3775, 2194, 4946, 5051, 9469]",0.22,6061123.0,"{0.0: 5163131.0, 0.01: 5791369.0, 0.02: 5405744.0, 0.03: 5886194.0, 0.04: 4900950.0, 0.05: 4884258.0, 0.06: 5436201.0, 0.07: 5739208.0, 0.08: 5236273.0, 0.09: 5382466.0, 0.1: 5511142.0, 0.11: 5188550.0, 0.12: 4767135.0, 0.13: 4898152.0, 0.14: 5628908.0, 0.15: 5336746.0, 0.16: 5563858.0, 0.17: 4751484.0, 0.18: 4628281.0, 0.19: 5050851.0, 0.2: 5689536.0, 0.21: 5291673.0, 0.22: 6061123.0, 0.23: 5744517.0, 0.24: 5533701.0, 0.25: 5949670.0, 0.26: 5117120.0, 0.27: 5503776.0, 0.28: 5443473.0, 0.29: 5459809.0, 0.3: 5571588.0, 0.31: 5498918.0, 0.32: 5172847.0, 0.33: 5134067.0, 0.34: 5499925.0, 0.35000000000000003: 5511561.0, 0.36: 5630731.0, 0.37: 5354337.0, 0.38: 5524341.0, 0.39: 5209002.0, 0.4: 5322010.0, 0.41000000000000003: 5401045.0, 0.42: 5430029.0, 0.43: 5487852.0, 0.44: 5900497.0, 0.45: 5644947.0, 0.46: 5828748.0, 0.47000000000000003: 5692486.0, 0.48: 5761206.0, 0.49: 5480000.0, 0.5: 5183050.0, 0.51: 5317736.0, 0.52: 5087108.0, 0.53: 5267650.0, 0.54: 5757134.0, 0.55: 5149982.0, 0.56: 5738420.0, 0.5700000000000001: 5282247.0, 0.58: 5470003.0, 0.59: 5583604.0, 0.6: 5221728.0, 0.61: 5478411.0, 0.62: 5091401.0, 0.63: 5662099.0, 0.64: 5388544.0, 0.65: 5257285.0, 0.66: 5377345.0, 0.67: 5481228.0, 0.68: 5613720.0, 0.6900000000000001: 5375187.0, 0.7000000000000001: 5982146.0, 0.71: 5568639.0, 0.72: 5683216.0, 0.73: 5582585.0, 0.74: 5887106.0, 0.75: 4590318.0, 0.76: 5191405.0, 0.77: 5519385.0, 0.78: 5437555.0, 0.79: 5102346.0, 0.8: 5671868.0, 0.81: 5601044.0, 0.8200000000000001: 5525597.0, 0.8300000000000001: 5988944.0, 0.84: 5226432.0, 0.85: 6044613.0, 0.86: 5417872.0, 0.87: 4932689.0, 0.88: 6004375.0, 0.89: 5544117.0, 0.9: 5466679.0, 0.91: 5865774.0, 0.92: 5700998.0, 0.93: 5461444.0, 0.9400000000000001: 5453299.0, 0.9500000000000001: 5779772.0, 0.96: 5748788.0, 0.97: 5371170.0, 0.98: 5121618.0, 0.99: 5200611.0, 1.0: 5902673.0}"
"[1605, 8817, 9863, 6135, 2262, 4956, 5988, 2521, 7788, 541, 2184, 8601, 2659, 2720, 7806]",0.05,3416357.0,"{0.0: 3310447.0, 0.01: 3378102.0, 0.02: 3339833.0, 0.03: 3337737.0, 0.04: 3399894.0, 0.05: 3416357.0, 0.06: 3376940.0, 0.07: 3416357.0, 0.08: 3338388.0, 0.09: 3308782.0, 0.1: 3314059.0, 0.11: 3416357.0, 0.12: 3337527.0, 0.13: 3354952.0, 0.14: 3416357.0, 0.15: 3355666.0, 0.16: 3416357.0, 0.17: 3354351.0, 0.18: 3337706.0, 0.19: 3314699.0, 0.2: 3312407.0, 0.21: 3378637.0, 0.22: 3399806.0, 0.23: 3355050.0, 0.24: 3416357.0, 0.25: 3357158.0, 0.26: 3399931.0, 0.27: 3377538.0, 0.28: 3355204.0, 0.29: 3378102.0, 0.3: 3375637.0, 0.31: 3337892.0, 0.32: 3416357.0, 0.33: 3337743.0, 0.34: 3416357.0, 0.35000000000000003: 3312659.0, 0.36: 3332972.0, 0.37: 3281629.0, 0.38: 3399866.0, 0.39: 3316529.0, 0.4: 3399688.0, 0.41000000000000003: 3378730.0, 0.42: 3312285.0, 0.43: 3355177.0, 0.44: 3377524.0, 0.45: 3337172.0, 0.46: 3339140.0, 0.47000000000000003: 3288675.0, 0.48: 3416357.0, 0.49: 3357109.0, 0.5: 3416357.0, 0.51: 3356488.0, 0.52: 3379371.0, 0.53: 3398875.0, 0.54: 3358727.0, 0.55: 3355922.0, 0.56: 3309169.0, 0.5700000000000001: 3336039.0, 0.58: 3309964.0, 0.59: 3416357.0, 0.6: 3307061.0, 0.61: 3377055.0, 0.62: 3377866.0, 0.63: 3309009.0, 0.64: 3416357.0, 0.65: 3376913.0, 0.66: 3377741.0, 0.67: 3337310.0, 0.68: 3354660.0, 0.6900000000000001: 3377547.0, 0.7000000000000001: 3376478.0, 0.71: 3329636.0, 0.72: 3355464.0, 0.73: 3315211.0, 0.74: 3334289.0, 0.75: 3341202.0, 0.76: 3353676.0, 0.77: 3357359.0, 0.78: 3416357.0, 0.79: 3376591.0, 0.8: 3378106.0, 0.81: 3376231.0, 0.8200000000000001: 3416357.0, 0.8300000000000001: 3399937.0, 0.84: 3416357.0, 0.85: 3378066.0, 0.86: 3416357.0, 0.87: 3288116.0, 0.88: 3379294.0, 0.89: 3289230.0, 0.9: 3399345.0, 0.91: 3353003.0, 0.92: 3378103.0, 0.93: 3377337.0, 0.9400000000000001: 3377783.0, 0.9500000000000001: 3377615.0, 0.96: 3222335.0, 0.97: 3377522.0, 0.98: 3356772.0, 0.99: 3338969.0, 1.0: 3377847.0}"
"[9682, 409, 3165, 6298, 8864, 7247, 7730, 6835, 5814, 6373]",0.0,3704161.0,"{0.0: 3704161.0, 0.01: 3704161.0, 0.02: 3704161.0, 0.03: 3704161.0, 0.04: 3704161.0, 0.05: 3704161.0, 0.06: 3704161.0, 0.07: 3704161.0, 0.08: 3704161.0, 0.09: 3704161.0, 0.1: 3704161.0, 0.11: 3704161.0, 0.12: 3704161.0, 0.13: 3704161.0, 0.14: 3704161.0, 0.15: 3704161.0, 0.16: 3704161.0, 0.17: 3704161.0, 0.18: 3704161.0, 0.19: 3704161.0, 0.2: 3704161.0, 0.21: 3704161.0, 0.22: 3704161.0, 0.23: 3704161.0, 0.24: 3704161.0, 0.25: 3704161.0, 0.26: 3704161.0, 0.27: 3704161.0, 0.28: 3704161.0, 0.29: 3704161.0, 0.3: 3704161.0, 0.31: 3704161.0, 0.32: 3704161.0, 0.33: 3704161.0, 0.34: 3704161.0, 0.35000000000000003: 3704161.0, 0.36: 3704161.0, 0.37: 3704161.0, 0.38: 3704161.0, 0.39: 3704161.0, 0.4: 3704161.0, 0.41000000000000003: 3704161.0, 0.42: 3704161.0, 0.43: 3704161.0, 0.44: 3704161.0, 0.45: 3704161.0, 0.46: 3704161.0, 0.47000000000000003: 3704161.0, 0.48: 3704161.0, 0.49: 3704161.0, 0.5: 3704161.0, 0.51: 3704161.0, 0.52: 3704161.0, 0.53: 3704161.0, 0.54: 3704161.0, 0.55: 3704161.0, 0.56: 3704161.0, 0.5700000000000001: 3704161.0, 0.58: 3704161.0, 0.59: 3704161.0, 0.6: 3704161.0, 0.61: 3704161.0, 0.62: 3704161.0, 0.63: 3704161.0, 0.64: 3704161.0, 0.65: 3704161.0, 0.66: 3704161.0, 0.67: 3704161.0, 0.68: 3704161.0, 0.6900000000000001: 3704161.0, 0.7000000000000001: 3704161.0, 0.71: 3704161.0, 0.72: 3704161.0, 0.73: 3704161.0, 0.74: 3704161.0, 0.75: 3704161.0, 0.76: 3704161.0, 0.77: 3704161.0, 0.78: 3704161.0, 0.79: 3704161.0, 0.8: 3704161.0, 0.81: 3704161.0, 0.8200000000000001: 3704161.0, 0.8300000000000001: 3704161.0, 0.84: 3704161.0, 0.85: 3704161.0, 0.86: 3704161.0, 0.87: 3704161.0, 0.88: 3704161.0, 0.89: 3704161.0, 0.9: 3704161.0, 0.91: 3704161.0, 0.92: 3704161.0, 0.93: 3704161.0, 0.9400000000000001: 3704161.0, 0.9500000000000001: 3704161.0, 0.96: 3704161.0, 0.97: 3704161.0, 0.98: 3704161.0, 0.99: 3704161.0, 1.0: 3704161.0}"
