AdvertiserId,Minimum_Impressions,Budget,Bid,Reward,Performance
2626,2507,18552,20,16909,0.66
2627,1685,18076,80,15032,0.43
2628,2894,11622,74,24236,0.62
2629,9802,14314,34,16502,0.91
2630,4505,22286,43,24981,0.55
2631,7929,12453,10,13639,0.46
2632,500,12015,94,19741,0.66
2633,4236,25000,30,20929,0.42
2634,7216,20236,25,14557,0.86
2635,5375,12800,57,25000,0.81
2636,9421,21162,63,13532,0.58
2637,4878,19023,71,12816,0.47
2638,8315,19985,47,16411,0.54
2639,3951,21884,84,10407,0.0
2640,8116,19983,81,17204,0.66
2641,3300,21033,3,12515,0.76
2642,8833,23531,46,18133,0.44
2643,5910,22882,36,11739,0.75
2644,1955,20346,26,14052,0.69
2645,7392,18772,10,10258,0.52
2646,6308,16752,34,18700,0.44
2647,7296,24035,1,15786,0.62
2648,5296,17453,8,22013,0.44
2649,5593,24343,55,22596,0.75
2650,1825,12853,91,13683,0.43
2651,5476,12236,10,14720,1.0
2652,9905,14176,57,10000,0.59
2653,1659,12155,79,13726,0.52
2654,5150,19536,100,10678,0.58
2655,5487,15698,45,19475,0.76
2656,5197,16829,50,23968,0.42
2657,840,18537,64,23029,0.54
2658,4328,11886,95,19098,0.49
2659,2468,16471,2,18459,0.59
2660,1203,18746,45,16126,0.5
2661,5982,13770,95,21295,0.0
2662,6876,22589,62,23227,0.44
2663,2300,25000,14,14906,0.85
2664,5963,12940,74,17898,0.64
2665,5412,13490,94,11200,0.63
2666,5148,23350,100,24439,0.56
2667,1355,25000,15,15355,0.59
2668,3366,10306,14,11116,0.54
2669,682,13075,31,16344,0.68
2670,3612,11656,29,15930,0.62
2671,6170,24159,27,10000,0.42
2672,4992,17244,85,20982,0.64
2673,6323,16611,9,23212,0.23
2674,2017,16322,20,24078,0.66
2675,5502,12692,99,20836,0.39
2676,1856,24134,58,11058,0.59
2677,4129,11764,79,17284,0.42
2678,4128,10275,88,10687,0.6
2679,8710,15271,49,15577,0.69
2680,6632,17331,57,15590,0.83
2681,9824,21553,16,24246,0.37
2682,7088,19593,100,18152,0.75
2683,3811,24956,75,17063,0.62
2684,6548,22925,8,18979,0.53
2685,6746,19967,67,22686,0.71
2686,1487,21573,19,20836,0.56
2687,3821,15025,67,20356,0.71
2688,5115,14050,36,22649,0.45
2689,500,18080,1,18395,1.0
2690,4241,13460,60,21409,0.74
2691,3552,20072,36,12491,0.82
2692,7074,13835,11,14822,0.59
2693,1226,14278,51,20230,1.0
2694,4260,11844,80,23928,0.57
2695,6306,21569,55,17004,0.6
2696,2375,10071,1,21560,0.57
2697,7493,17386,17,17011,0.65
2698,4533,16862,62,15700,0.53
2699,5943,17340,42,21750,0.73
2700,1489,19868,24,22249,1.0
2701,4244,19487,17,14862,0.79
2702,9111,17635,48,15350,0.83
2703,1093,24604,84,19418,0.46
2704,2274,11043,86,24697,0.46
2705,1435,20817,70,22682,0.66
2706,4308,13042,7,22535,0.42
2707,831,10000,14,21703,1.0
2708,8422,15622,11,19105,0.77
2709,3202,20386,12,19611,0.71
2710,6389,21692,5,20895,0.9
2711,5554,17332,5,24106,1.0
2712,4368,10000,20,10355,0.51
2713,4700,16661,54,13472,0.61
2714,701,20253,55,18432,0.58
2715,2997,14227,58,20102,0.58
2716,2342,11877,79,20468,0.6
2717,9601,20994,90,17710,0.46
2718,5158,12486,97,18812,0.64
2719,8044,10000,30,23850,0.39
2720,8218,14835,24,10854,0.49
2721,10000,21937,87,21935,0.58
2722,3655,10794,73,24864,0.26
2723,2128,24598,3,20506,0.72
2724,886,16786,100,21392,0.29
2725,6531,14014,48,16363,0.7
2726,6939,17392,71,23393,0.41
2727,6901,22545,22,16704,0.54
2728,4508,15353,14,13624,0.68
2729,2966,13407,48,15446,0.93
2730,2782,20648,29,19252,0.62
2731,2356,20043,50,18573,0.3
2732,8480,10974,80,16031,0.74
2733,2498,19239,98,16182,0.57
2734,5976,22558,10,11132,0.61
2735,9928,23406,1,25000,0.68
2736,5169,14237,89,13135,0.27
2737,9842,21981,100,21030,0.6
2738,4818,23189,79,12079,0.54
2739,7564,21213,96,10944,0.78
2740,500,17248,28,15840,0.71
2741,1931,14369,9,13962,0.36
2742,500,24611,71,16674,0.79
2743,10000,18050,80,22393,0.67
2744,2319,22221,26,20721,0.37
2745,1630,10464,99,22493,0.61
2746,7063,25000,81,21510,0.76
2747,3158,15415,87,10834,0.42
2748,4000,18115,1,13750,0.81
2749,9066,10287,2,14184,0.37
2750,2620,25000,95,21579,0.48
2751,4520,19067,57,17178,0.46
2752,3759,11992,52,15168,0.81
2753,10000,17450,58,14991,0.53
2754,1974,12925,96,10000,0.43
2755,2742,24515,93,23884,0.67
2756,3743,11120,3,15290,0.7
2757,7490,15310,8,14238,0.7
2758,5660,10446,59,18398,0.56
2759,3634,21024,2,18165,0.64
2760,2570,21760,95,13534,0.5
2761,859,24896,62,24844,0.85
2762,1641,16627,49,12052,0.77
2763,2135,12896,20,22498,0.76
2764,4500,10721,29,18151,0.72
2765,3861,12163,17,10028,0.68
2766,7083,20774,100,19405,0.41
2767,8335,19543,100,18379,0.69
2768,506,13980,6,11860,0.0
2769,3767,14502,62,17934,0.79
2770,7064,21576,98,23461,0.72
2771,5428,11725,31,10000,0.68
2772,3106,18885,62,18051,0.35
2773,6406,13413,12,16128,0.59
2774,3773,10494,12,14014,0.52
2775,8111,10947,63,23677,0.64
2776,1413,10022,16,14252,0.54
2777,2511,11128,25,12127,0.56
2778,1942,23986,22,20083,0.67
2779,6046,10557,91,23584,0.54
2780,2329,19808,88,12707,0.62
2781,9267,23228,76,19933,0.37
2782,6968,13730,1,20865,0.48
2783,1429,15341,45,11813,0.7
2784,4199,16998,80,22519,0.42
2785,1554,17182,68,17816,0.79
2786,6244,17034,12,18351,0.75
2787,2400,11656,49,18535,0.56
2788,7480,14173,33,18396,1.0
2789,7569,15441,86,21234,0.79
2790,3915,18998,63,21077,0.46
2791,942,13312,18,18496,0.71
2792,6718,23329,54,23671,0.61
2793,5152,23055,97,20909,0.48
2794,8439,18645,27,10000,0.44
2795,8333,21167,83,18591,0.75
2796,9870,12324,78,21712,0.51
2797,8097,19639,25,16249,0.58
2798,4958,15595,34,16485,0.46
2799,7091,23338,88,19177,0.49
2800,9949,20753,100,11805,0.58
2801,2809,15984,54,15047,0.66
2802,6768,12511,87,15540,0.21
2803,1410,21063,5,12096,0.6
2804,4840,10362,36,22493,0.49
2805,4509,13454,1,15337,0.81
2806,7128,12798,88,24129,1.0
2807,2669,14620,36,25000,0.55
2808,2672,21645,69,16934,0.34
2809,6168,13255,1,19537,0.62
2810,6813,11217,70,18422,0.57
2811,8815,11485,100,13782,0.9
2812,8536,20295,4,23798,0.85
2813,7289,15349,74,13500,0.73
2814,1285,20728,65,19074,0.51
2815,6639,17195,85,20965,0.7
2816,6844,20047,100,20523,0.64
2817,2916,17750,37,15605,0.64
2818,9488,23009,67,16419,0.37
2819,4654,16079,31,18624,0.76
2820,6119,19399,91,19400,0.62
2821,2436,19640,81,17889,0.58
2822,4307,23686,87,20872,0.51
2823,7651,18035,77,20455,0.48
2824,9993,24376,47,24432,0.65
2825,3736,11507,27,21194,0.34
2826,2852,11003,100,15238,0.72
2827,2432,16403,20,20604,0.44
2828,9056,24776,13,11817,0.29
2829,5416,10925,63,17570,0.87
2830,5998,23143,44,15103,0.47
2831,1446,18275,24,10617,0.49
2832,1939,24381,3,22684,1.0
2833,10000,16583,10,25000,0.88
2834,5357,21934,65,18509,0.37
2835,500,13927,49,24717,0.46
2836,882,19734,1,16285,0.47
2837,8991,10985,77,10456,0.74
2838,638,25000,78,10500,0.85
2839,858,14231,97,18074,0.44
2840,5431,15302,2,22610,0.81
2841,3956,24020,66,23287,0.49
2842,2127,15291,31,12315,0.65
2843,9995,10908,68,13874,0.41
2844,7126,21100,98,16630,0.58
2845,5504,22877,83,14973,0.58
2846,9826,24239,37,14774,0.55
2847,7152,15051,73,24349,0.66
2848,6916,20929,24,11003,0.45
2849,3670,12586,77,16848,0.47
2850,4335,19335,1,22442,0.67
2851,8517,11331,94,14196,0.8
2852,2651,16851,83,16715,0.6
2853,9929,21540,41,11066,0.68
2854,500,19745,74,23622,0.0
2855,3334,20534,51,14716,0.0
2856,10000,11806,42,19820,0.46
2857,3067,20292,78,23302,0.48
2858,1807,10805,40,16608,0.5
2859,9348,23743,1,13234,0.89
2860,3160,14147,84,16494,0.68
2861,4230,20967,4,20473,0.67
2862,6707,10071,60,24239,0.65
2863,3662,10027,39,14498,0.4
2864,500,18660,5,20590,0.89
2865,8958,13983,96,21430,0.67
2866,2208,18955,6,15267,0.71
2867,4130,17055,14,16171,0.34
2868,3711,16690,70,22546,0.72
2869,7038,19616,78,18095,0.55
2870,975,20440,12,13669,0.4
2871,8184,13832,62,14715,0.46
2872,9668,23107,27,19657,0.41
2873,1707,22252,54,16069,0.41
2874,500,22262,90,11961,0.61
2875,1057,23777,12,23940,0.54
2876,1382,19867,8,10875,0.65
2877,5261,10559,74,23838,0.85
2878,6367,17957,16,22261,0.58
2879,7463,22666,52,23522,0.26
2880,7666,13831,26,22093,0.56
2881,8429,20110,8,18734,0.78
2882,5847,17344,45,13516,0.59
2883,7769,25000,93,13865,0.83
2884,8625,10078,84,22740,0.67
2885,2954,23696,81,14499,0.32
2886,4994,14929,19,19210,0.62
2887,2446,13647,17,17233,0.64
2888,3308,11031,65,19620,0.76
2889,7142,17381,29,23170,0.87
2890,4325,12072,14,15947,0.0
2891,4036,22737,17,10574,0.67
2892,6568,16911,1,11458,0.7
2893,10000,25000,93,25000,0.57
2894,5199,11484,98,19691,0.38
2895,2470,20437,91,19683,0.61
2896,6306,15838,63,13172,0.65
2897,6642,24258,33,12470,0.42
2898,3319,24772,29,13427,0.8
2899,9594,11550,37,23450,0.75
2900,864,22977,83,17798,0.39
2901,4758,24278,46,17736,0.8
2902,3619,15497,24,24884,1.0
2903,2363,14682,14,20707,0.48
2904,615,24439,5,21743,0.76
2905,7584,11829,53,14206,0.59
2906,8516,13751,88,12200,0.88
2907,2884,16081,98,12964,0.47
2908,4435,22914,95,16905,0.34
2909,8242,20223,30,13313,0.56
2910,5942,16601,60,12927,0.0
2911,2990,14459,73,18873,0.46
2912,7480,13856,91,23056,0.4
2913,9634,20374,28,18470,0.63
2914,10000,22661,26,14458,0.38
2915,2224,16182,18,11648,0.65
2916,8682,25000,36,15527,0.55
2917,3267,10000,8,23486,0.67
2918,1637,12094,18,22888,0.39
2919,4617,24371,84,19350,1.0
2920,3920,22095,58,18184,0.57
2921,6345,16238,32,12341,0.71
2922,5278,13032,93,11518,0.74
2923,4406,23672,49,11838,0.43
2924,4137,11548,48,10870,0.73
2925,500,23457,82,15538,0.39
2926,6429,24228,71,21469,0.0
2927,776,18559,65,19533,0.89
2928,2499,10064,92,24408,0.77
2929,1727,13299,33,20498,0.91
2930,6837,14849,50,15477,0.54
2931,4235,15639,4,19363,0.62
2932,1195,12035,84,22264,0.68
2933,4652,21055,36,23536,0.6
2934,8401,20068,95,11128,0.0
2935,7970,15674,28,21819,0.47
2936,8037,23043,3,22191,0.63
2937,3341,25000,6,16499,0.44
2938,4708,15620,45,23849,0.44
2939,9233,10596,23,22079,0.66
2940,1588,13606,7,11284,0.59
2941,3863,20866,61,18762,0.74
2942,500,13889,100,24908,0.54
2943,6644,13506,65,12864,0.51
2944,6168,20026,6,16045,0.66
2945,4736,24951,24,22176,0.48
2946,8568,11395,37,21333,1.0
2947,2735,19778,45,11977,0.51
2948,7795,17529,51,24268,0.57
2949,8892,18303,100,18638,0.87
2950,8948,10452,88,23070,1.0
2951,4247,20995,45,19472,0.79
2952,3675,25000,63,15039,0.71
2953,5397,12631,29,17039,0.84
2954,5537,12186,96,18828,1.0
2955,7927,15967,25,12973,0.81
2956,10000,16374,10,14626,0.74
2957,2514,15358,35,10118,0.4
2958,1881,14348,55,10000,0.42
2959,1598,20196,1,22353,0.65
2960,3926,11459,91,12292,0.35
2961,4155,11942,45,12104,0.69
2962,8438,24896,1,11067,0.28
2963,9601,21685,12,24859,0.77
2964,687,15422,4,24201,0.55
2965,5909,24407,90,10423,0.62
2966,2592,20049,67,13819,0.49
2967,2630,24557,17,17703,0.32
2968,5742,15196,73,22682,0.79
2969,9049,10061,93,24785,0.0
2970,6147,11494,65,11280,0.55
2971,5685,11180,82,24328,0.7
2972,6276,23093,53,23241,0.54
2973,8413,16268,84,20011,0.64
2974,8047,12788,57,24147,0.71
2975,8323,20067,98,13432,0.68
2976,500,10000,28,10762,0.8
2977,6965,14636,99,11629,0.68
2978,1997,14721,16,15499,0.6
2979,3055,15710,21,18634,0.49
2980,5909,17702,77,13014,0.53
2981,3451,10105,99,20773,0.72
2982,1738,19346,42,11497,0.37
2983,9665,21620,54,22444,0.77
2984,5227,14087,32,18280,0.56
2985,4465,19900,38,20441,0.48
2986,6186,21015,100,19171,0.44
2987,9742,13925,38,18653,0.7
2988,500,11908,54,13552,0.6
2989,3280,12049,60,20948,0.0
2990,7898,24568,77,21820,0.41
2991,2088,22656,77,20693,0.51
2992,2868,19466,47,17637,0.59
2993,6289,19137,12,18571,0.49
2994,936,18172,53,14496,0.6
2995,3328,13904,33,23390,0.65
2996,2056,20419,28,14646,1.0
2997,8070,13796,3,12983,0.83
2998,7980,10292,82,13060,0.4
2999,9996,22871,26,23697,0.65
3000,682,20414,54,17834,0.5
3001,10000,16266,40,16804,0.66
3002,7187,25000,66,17510,0.66
3003,6065,22165,68,12950,0.45
3004,7741,20683,92,14540,0.46
3005,8151,20667,92,24387,0.68
3006,6075,14860,89,17418,0.6
3007,2089,13729,90,16063,0.57
3008,9351,24967,47,24205,0.7
3009,659,24400,1,21922,0.71
3010,7055,23592,42,22616,0.0
3011,9703,17962,34,20123,0.47
3012,8744,15510,94,17661,0.41
3013,7346,18619,21,13421,0.61
3014,2807,16761,44,11990,0.39
3015,1728,21164,87,23057,0.61
3016,7726,16110,97,13856,0.78
3017,6090,16955,2,11482,0.55
3018,7419,10106,91,12545,0.52
3019,6085,21811,59,14220,0.9
3020,9727,14754,86,22491,0.83
3021,6546,21525,1,21007,0.49
3022,5445,22184,16,10642,0.62
3023,10000,15278,20,23332,0.65
3024,7516,16408,26,22877,0.63
3025,8258,17635,16,13918,0.87
3026,5586,11225,70,11586,0.61
3027,9956,22196,23,12409,0.64
3028,7661,14250,42,16504,0.7
3029,2384,21560,37,22041,0.78
3030,2309,25000,72,23427,0.74
3031,10000,22097,6,10054,0.68
3032,6852,23809,37,24627,1.0
3033,9509,11620,22,23362,0.53
3034,6556,15088,6,10841,0.72
3035,2937,22055,32,16928,0.64
3036,6968,20484,17,24589,0.72
3037,9580,15419,38,14587,0.88
3038,6451,11385,17,19176,0.42
3039,5776,22091,37,20812,0.77
3040,9359,21784,23,12906,0.55
3041,8318,12433,49,15088,0.74
3042,5228,20998,100,20186,0.59
3043,3124,10000,49,20124,0.92
3044,6238,24749,61,15056,0.62
3045,4732,11301,100,15982,0.5
3046,6293,16858,32,12272,0.66
3047,5023,18950,86,16141,0.65
3048,10000,18938,63,18015,0.77
3049,9510,25000,7,18294,0.67
3050,9798,15644,22,19161,0.97
3051,2724,21078,85,11071,0.58
3052,8889,22303,6,10736,0.59
3053,6591,15088,61,19557,0.51
3054,9162,19260,14,16376,0.61
3055,6861,15440,16,17749,0.63
3056,2448,24986,3,13630,0.64
3057,10000,17493,9,10227,0.61
3058,6818,16291,47,16665,0.51
3059,10000,10000,85,24008,0.47
3060,734,13307,94,15711,0.54
3061,9620,18894,94,16156,0.77
3062,4107,14708,42,13570,0.8
3063,8543,10104,42,18636,0.59
3064,1022,10000,96,17993,0.46
3065,6404,13833,23,24675,0.59
3066,5388,10395,3,23635,0.91
3067,6332,13517,1,10000,0.75
3068,7622,20845,67,22885,0.68
3069,6342,13291,71,12204,0.74
3070,1816,12010,3,12703,0.83
3071,1624,22073,100,21242,0.43
3072,6121,23138,49,25000,0.54
3073,5923,20180,67,21694,0.52
3074,3087,14537,55,21818,0.69
3075,9715,19860,4,17574,0.62
3076,6172,14968,31,19373,0.71
3077,1878,14762,66,21448,0.52
3078,3874,11051,78,10797,0.81
3079,2019,12841,64,24826,0.59
3080,6277,16618,31,19026,0.7
3081,8435,14723,63,12999,0.78
3082,500,17472,66,20224,0.77
3083,8918,17913,31,22644,0.65
3084,5855,15524,47,12764,1.0
3085,5468,13584,22,20601,0.86
3086,9583,24837,74,13684,0.68
3087,6074,18539,94,21467,0.49
3088,4572,11263,97,18199,0.69
3089,2757,23305,83,20711,0.59
3090,9088,14665,46,20411,0.25
3091,4924,18014,89,16239,0.67
3092,3737,20934,58,13874,0.62
3093,4393,20265,61,24943,0.77
3094,2505,21340,46,23617,0.49
3095,2516,24240,100,21920,0.37
3096,9888,24552,96,13329,0.63
3097,2272,11351,25,24809,0.66
3098,8853,16980,61,16069,0.61
3099,4476,21013,81,21563,0.6
3100,2251,17190,14,15584,0.44
3101,9467,10000,45,18805,0.58
3102,7930,18861,77,18880,0.55
3103,7670,23005,39,19089,0.76
3104,6969,24645,66,23639,0.66
3105,9631,12646,100,18301,0.56
3106,3720,10266,96,22997,0.86
3107,1039,19630,58,21204,0.56
3108,1961,20885,56,21110,0.68
3109,5684,17434,6,11160,0.57
3110,9047,23644,89,22173,0.84
3111,734,11022,67,13610,0.61
3112,2048,17947,82,14744,0.62
3113,7980,12037,50,25000,0.58
3114,4713,24785,38,24684,0.63
3115,2173,18756,3,12003,0.78
3116,7208,17778,5,24798,0.73
3117,8482,23558,24,18035,0.6
3118,2600,11059,54,23954,0.86
3119,500,11424,34,11527,0.73
3120,3673,14123,39,17318,0.53
3121,2315,10219,88,20105,0.39
3122,4341,10405,100,22533,0.54
3123,8516,19829,92,21373,0.66
3124,7511,24086,48,23896,0.69
3125,4993,12318,49,23085,0.8
3126,500,19951,34,21538,0.44
3127,8588,19866,80,17234,0.53
3128,9078,18983,100,15169,0.42
3129,2658,21774,7,21055,0.4
3130,3161,15058,18,14610,0.51
3131,2564,11309,70,24561,0.65
3132,3753,17621,92,16721,0.72
3133,5479,22025,34,10000,0.46
3134,8203,14929,51,14250,0.48
3135,9431,22604,93,20198,0.33
3136,1901,23608,68,24185,0.63
3137,3759,24673,14,23791,0.49
3138,4423,19522,69,22398,0.85
3139,4714,22638,89,16626,0.66
3140,3727,18702,8,12855,0.57
3141,3245,20764,15,13964,0.5
3142,6591,22121,83,17935,0.38
3143,4366,18683,59,24609,0.39
3144,6318,24219,11,24490,0.51
3145,2722,11617,20,11674,0.5
3146,3292,20248,55,19382,0.45
3147,4563,11520,36,23330,0.66
3148,2024,17892,82,12392,0.68
3149,8724,11583,14,16878,0.53
3150,6698,16704,58,24904,0.89
3151,4525,17988,38,11921,0.34
3152,3066,16583,100,22581,0.61
3153,3303,11575,80,20884,0.57
3154,4209,22138,82,23773,0.52
3155,6655,16935,1,14433,0.5
3156,1219,19953,65,11827,0.6
3157,7016,20183,1,20691,0.57
3158,10000,21371,85,24679,0.54
3159,1472,23556,60,10716,0.41
3160,4218,21518,25,10630,0.36
3161,10000,16176,91,14860,0.56
3162,4902,19238,10,18276,0.54
3163,5052,21084,50,13768,0.57
3164,2707,12613,12,18928,0.58
3165,4926,13892,92,12707,0.52
3166,7419,22336,32,25000,0.57
3167,9335,18653,33,18418,0.47
3168,8886,16733,72,13357,0.83
3169,9180,14431,26,19499,0.48
3170,2704,18112,42,17860,0.54
3171,5845,11381,50,14204,0.49
3172,3776,19337,61,14230,0.49
3173,1602,13515,41,15033,0.0
3174,5743,14454,57,14386,0.58
3175,7114,17769,2,22150,0.53
3176,9933,16489,99,18157,0.56
3177,9207,25000,98,24113,0.49
3178,5723,23727,70,24024,0.66
3179,9084,23688,31,17675,0.91
3180,1130,13534,23,19844,0.47
3181,9671,10755,76,11867,0.66
3182,7183,19876,54,16965,0.61
3183,777,12525,28,17196,0.7
3184,732,10827,79,24729,0.7
3185,6190,19081,19,10026,0.63
3186,8159,14748,76,16156,0.59
3187,525,20647,48,22841,0.53
3188,7968,12333,2,19124,0.49
3189,6910,24209,11,16588,0.59
3190,9152,14946,44,24559,0.41
3191,4264,25000,59,24356,0.51
3192,7099,22907,59,21650,0.77
3193,5602,18046,38,15767,0.61
3194,7506,18984,25,23637,0.73
3195,3983,24385,21,24044,0.82
3196,2494,17181,42,10466,0.57
3197,9182,23445,36,17689,0.63
3198,1572,22875,9,23536,0.55
3199,7207,20835,12,10000,0.48
3200,715,13414,10,19690,0.46
3201,8105,19501,59,18809,0.73
3202,3106,24245,5,13777,0.63
3203,8850,16457,33,22745,0.88
3204,5281,16749,69,12687,0.75
3205,3813,10000,80,15332,0.49
3206,8263,19821,63,16806,0.73
3207,6439,10568,29,15056,0.55
3208,2795,15283,18,19696,0.78
3209,6185,23119,93,22159,0.53
3210,2196,17664,6,10179,0.44
3211,2446,22897,53,17996,0.48
3212,3283,22303,82,20777,0.49
3213,4144,17511,32,24862,0.47
3214,5741,15465,42,20261,0.51
3215,6920,18263,47,15464,0.73
3216,8057,22557,31,16720,0.0
3217,3145,14382,62,23050,0.4
3218,7089,10065,56,10921,0.79
3219,6853,10879,11,13092,0.53
3220,2432,18259,1,23032,0.65
3221,2257,19408,92,15527,0.35
3222,5585,17222,27,19702,0.68
3223,6137,21219,83,21791,0.3
3224,1616,23690,57,25000,0.65
3225,992,15069,27,23583,0.0
3226,9311,13239,59,21468,0.0
3227,8388,21672,62,17465,0.49
3228,6974,10507,20,12719,0.68
3229,5458,17704,3,18113,0.66
3230,9967,21906,16,22924,0.57
3231,3243,21076,1,19215,0.7
3232,8366,11125,93,10151,0.59
3233,7660,10885,79,18204,0.68
3234,5951,12841,30,18906,0.58
3235,5758,17975,40,21342,0.63
3236,9048,10000,65,13625,0.69
3237,7686,16565,29,18440,0.54
3238,6602,16083,30,11144,0.41
3239,9561,14870,32,14482,0.64
3240,9577,12525,10,14534,0.78
3241,9975,19117,91,21535,0.64
3242,1119,14215,51,24635,0.65
3243,10000,11938,8,10720,0.59
3244,9488,22006,51,14568,0.71
3245,4142,21554,36,13229,0.57
3246,1796,22775,55,11006,0.53
3247,8936,13232,35,14728,0.77
3248,3395,13744,36,21490,0.52
3249,500,16221,56,20660,0.73
3250,1429,13465,36,17099,0.77
3251,5866,10440,89,17116,0.69
3252,9211,21803,84,22311,0.0
3253,10000,10461,100,13813,0.6
3254,2909,18803,62,10537,0.57
3255,8699,15413,81,21016,0.53
3256,3923,21663,1,10000,0.62
3257,7476,15755,25,11980,0.72
3258,8094,15012,64,15906,0.53
3259,5658,13163,60,10539,0.57
3260,4167,16752,57,17046,1.0
3261,6473,10005,95,22076,1.0
3262,6736,14776,70,22245,0.56
3263,8777,17038,99,21391,0.41
3264,2968,16414,52,17261,0.36
3265,6717,15739,56,24014,0.65
3266,4119,13970,63,22708,0.49
3267,2136,21050,68,18675,0.7
3268,8655,12606,20,19220,0.4
3269,4083,10000,54,16300,0.52
3270,4509,10525,1,10051,0.4
3271,3826,16337,90,18434,0.67
3272,8648,11180,98,11686,0.7
3273,2717,18067,10,10000,0.65
3274,5467,19881,23,16563,0.44
3275,2869,19330,51,18120,0.49
3276,4138,14491,24,18096,0.64
3277,9635,23057,13,20032,0.35
3278,6222,15922,29,18616,0.56
3279,4944,13071,58,20319,0.83
3280,8118,15641,91,18886,0.57
3281,4447,21119,95,18545,0.38
3282,2176,17381,43,13690,0.51
3283,1696,12792,10,11689,0.51
3284,3287,14778,31,18484,0.92
3285,7932,23844,74,10716,0.85
3286,8427,10014,88,17283,0.71
3287,3818,12415,97,25000,0.55
3288,9358,12685,1,14575,0.78
3289,7189,21092,99,14572,0.43
3290,2676,19428,34,22312,0.76
3291,4243,18159,17,20670,0.74
3292,9292,17926,21,20556,0.58
3293,4922,14100,96,10637,0.77
3294,4324,16374,67,10000,0.53
3295,9671,16004,58,20597,0.41
3296,2951,15521,79,19491,0.75
3297,1128,21412,8,13948,0.59
3298,8278,19799,96,18881,0.69
3299,4196,10000,38,22631,0.87
3300,4174,17155,26,15550,0.49
3301,4429,13297,64,20798,0.58
3302,3265,12633,30,18903,0.84
3303,4869,13890,9,20802,0.7
3304,8807,22456,32,18630,0.5
3305,5456,21000,11,21725,0.46
3306,1192,10791,86,22070,0.52
3307,3662,10000,34,13341,0.49
3308,1605,10151,18,15550,0.64
3309,3508,13063,19,21284,0.61
3310,2661,16367,54,14238,0.64
3311,8845,22791,82,11783,0.47
3312,4199,17904,37,19059,0.59
3313,4286,23861,82,24688,0.29
3314,9756,12091,12,11488,0.62
3315,4700,14599,4,17160,0.78
3316,2413,22274,43,10467,0.39
3317,9908,22218,27,15583,0.67
3318,6020,17408,51,23164,0.51
3319,2272,12977,5,22113,0.72
3320,3280,10842,6,11417,0.62
3321,10000,22638,77,23206,0.66
3322,3371,13793,87,15905,0.61
3323,1160,20262,56,11776,0.8
3324,6742,11659,89,11081,0.65
3325,1632,18789,68,23437,0.49
3326,1199,15162,96,23128,0.61
3327,7970,20705,44,10000,0.54
3328,10000,22327,15,14084,0.62
3329,10000,25000,90,22253,0.54
3330,5057,14270,42,17628,0.5
3331,2679,23286,11,16195,0.63
3332,9565,13603,73,11011,0.61
3333,8775,23772,11,17902,0.76
3334,1922,10000,66,10813,0.54
3335,3680,11216,27,22138,0.3
3336,4816,12291,58,20508,0.55
3337,7196,23123,90,20335,0.36
3338,1114,24615,72,10272,0.66
3339,5070,13811,21,13644,0.35
3340,770,23347,21,11716,0.45
3341,2968,24892,72,16276,0.55
3342,4107,10000,1,21167,0.83
3343,3575,23851,58,16232,0.44
3344,789,15142,13,16828,0.6
3345,500,16862,73,25000,0.69
3346,7114,19123,92,10356,0.82
3347,3752,20330,6,23654,0.72
3348,7915,16533,87,10203,0.76
3349,7271,22194,100,13745,0.73
3350,10000,17526,58,11596,0.42
3351,1080,24885,17,16614,0.65
3352,5458,12978,73,24799,0.73
3353,8945,15347,12,10496,0.46
3354,4776,23513,86,22989,0.51
3355,8497,23661,52,23124,0.48
3356,5276,22084,76,10062,0.72
3357,1324,17933,70,11579,0.59
3358,4332,23349,73,22526,0.55
3359,9391,14595,52,18731,0.41
3360,5945,24010,37,10000,0.59
3361,1880,21110,3,14876,0.51
3362,7034,20756,98,17850,0.64
3363,3656,10000,8,14125,0.43
3364,4807,19955,10,12713,1.0
3365,6134,12170,47,15328,0.53
3366,9075,23996,41,23374,0.41
3367,6310,18527,100,19272,0.4
3368,9033,19368,42,20047,0.42
3369,500,13021,43,17887,0.57
3370,3609,18970,1,21696,0.62
3371,4582,17836,14,13379,0.64
3372,3740,11185,91,11598,0.65
3373,6528,13285,96,17633,0.49
3374,2349,24221,4,19820,0.76
3375,8997,13447,2,13178,0.53
3376,3249,13991,97,18044,0.67
3377,7180,10000,85,20839,0.58
3378,9827,20662,1,15113,0.66
3379,705,23849,75,13372,0.57
3380,7852,19130,65,16763,0.66
3381,500,14899,46,11069,0.6
3382,3950,22198,59,24412,0.72
3383,7714,11935,75,12776,0.48
3384,4311,18825,7,25000,0.33
3385,5641,19445,66,10813,0.45
3386,9001,19274,15,11152,0.76
3387,3208,20335,72,15832,0.58
3388,2491,11285,100,20947,0.61
3389,8963,18545,90,11883,0.44
3390,3773,17479,40,10267,0.61
3391,5038,15255,42,13671,0.45
3392,9212,11885,51,12812,0.47
3393,9668,20010,35,24061,0.54
3394,4222,15062,41,22872,0.67
3395,4051,17066,85,10000,0.68
3396,3332,20712,57,17013,0.69
3397,6179,24765,38,24178,0.36
3398,7079,22200,1,23472,0.6
3399,652,13022,96,15177,0.57
3400,6254,20776,8,14085,0.37
3401,3300,15265,74,10383,0.6
3402,5810,10000,63,22148,0.56
3403,3110,24422,100,12850,0.68
